text,rating
"jaringan bapuk untuk di daerah STIP , di tempat mana pun jaringan sangat buruk . pantes banyak promo pengisian data ternyata jaringan nya buruk",1
"Link login register tidak masuk pakai nomor telkomsel, sudah restart sesudah instal",2
"HATI2 INI PROVIDER PENIPU., TADI PAGI SAYA BELI PULSA 100RIBU DAN SAMPAI SKRNG BLM MASUK2., SEKALI NYA SAYA KE GRAPARI MALAH GK ADA TINDAKAN APA2 BUKTI MUTASI REKENING, NOTIFIKASI PEMBELIAN SUKSES, CHAT CS HALLO BCA ADA TAPI MALAH NANYA NOTIFIKASI PEMBELIAN MANA PAK DI APK KATANYA., MENDING GANTI PROVIDER DEH SARAN SAYA DARI PADA KE ULANG 100RIBU KLO KALI 1JT ORG GIMN?",1
aku suka banget aplikasi ini soalnya disitu harga paketannya murah trus ada dapet hadiah kuota gratis jagaaa sukakkk bangeett,5
beli paket kok ngga bisa padahal kalo beli yang lebih mahal bisa,1
Telkomsel gak betul internet lambat.belik internet dari satelit aja sana,1
applikasi apaa ini lihat sisa kouta ngestack mulu,1
"aplikasi nya kadang kurang mendukung ,,",3
sangat memudahkan,5
paket pada naik stres,1
Lemooooottnya tak tertandingi ⭐️⭐️⭐️⭐️⭐️ kelemotannya,1
"makin mahal bangkek, Jelek banget dah sinyal simpati",1
sangat tidak stabil...padahal jaringan normal 😞,1
"Aplkasi sampah, Padahal hp mumpuni jaringan wifi stabil, emang aplikasinya aja yang useless",1
aplikasi apaan kya gini di buka susah paket mahal maketin di *363# juga susah sistem sibuk terus gimana bisa bikin nyaman pengguna semua aja di bikin susah kocak luh,1
nice,5
Good,5
jaringan nya sekarang agak kurang kencang gk kayak dulu lagi tapi harga paket ny udah gk mahal kayak dulu lagi,5
makin kuat sinyal,5
susah masuk buat ngecek kuota..loading lama banget,1
eroor parrraaaaaahhh menyebalkan,1
app lagi error yah? sudah sepekan ini stuck terus,4
"apk berat, sering force close, dan untuk bagian indihome force close mulu",1
"bukan cuma harga paket yg buruk, kualitas jaringan juga",1
"aplikasi cuma bikin kecewa, udah klaim voucher tapi gak bisa....!!!!!!!",1
makin GK bener nih aplikasi. tolong lah di perbaiki GK puas banget sama aplikasinya,1
lemot gak bisa di buka,2
telkomsel udah ngelang jaringan paling buruk skrang kuota mahal tapi jaringan lelet telkomsel udah bikin kecewa dlu saya paling suka telkomsel tapi skrang bikin kecewa jaringan lelet,1
beli kuota aja di bikin susah,1
"simPATI mkin ke sini malah rusak, sinyal data malah g bs hidup sama sekali",1
mahal doang jaringan butut,1
bagus,5
gak stabil,2
kebanyakan fitur malah bikin lemot..,1
"kenapa setiap mau masuk buat beli selalu lag, sudah di tarik kebawah buat segarkan tetap saja ngga mau nyambung padahal jaringan ngga lag buat aplikasi lainnya,ngga mempermudah banget!!,tolong diperbaiki secepaaaaaatttt cepaaaaaatnya karna sangat sangat membantu aplikasi ini karna mempermudah aktifitas lebih efisien.",1
"ini aplikasi, lemotnya minta ampun kalau di buka. apalagi tiap sudah update. bukannya semakin bagus, malah semakin buruk. beli paket juga ribet. lemot abis, buka aplikasi ini. walau dibantu sama wifii, tetap lemot. jika bukan karna nomor hp telkomsel sy udah lama, mungkin sy beralih ke provider lainnya.",1
Sekarang makin susah klo mau check kuota di beranda 👎 pdhl signal normal,1
mau beli paketdata aja ribet pakek shopee suruh menggunakan metode lain pakek pulsa malah gk bisa biyaya tagihan tidak dapat digunakan 30rv-008 ribet banget bukan nya memudahkan malam mempersulit,1
bgus banget 🥰🥰🥰,5
"Aplikasi membuat orang darah tinggi setiap hari!! Loading terus, biar sudah menggunakan wifi tetap saja loading!!",1
"kesulitan untuk runing aplikasi ini, cuma bisa dibuka seterusnya muter² sampai pagi",1
jossss,5
"jaringan bagus ,tapi buka aplikasi My Telkomsel stuck mulu",1
sering eror,1
"Aplikasi ga guna, lola banget 😡",1
"gajelas pertama paket 4G 25rb di ilangin, skrg malah paket super deal 220gb 250k yg di ilangin hadeh mkin males pke telkom",1
kurang responsiv,5
loading muluuuu...,1
"udah paket mahal, sering bug, jaringan sering ngeleg, pulsa sering habis sendiri pdhl kuota ga hidup",1
"Pulsa gua ke sedot 4k,padahal gak ada tagihan apa² gua juga gak nyalain data tiba² aja ke sedot,lawak banget ni Telkomsel, jaringan jelek+nyedot pulsa ngerugiin doang mending gua pindah ke kartu sebelah",1
ok,5
"ini aplikasi kenapa yah?!!, buat transaksi kok ga bisa, saldo sudah ada, buat bayar aja susah nya minta ampun, sinyal saya juga bagus, tapi tulisan di apk tlkom gada jaringan, busuk kali.",1
min saran masukin top up game war thunder mobile kalo bisa mah ya🤭,4
masih eror loading terus...,1
"malin sering bug, paket makin mahal. kenapa sih Telkomsel sejelek ini. di Papua untung gak ada pilihan lain. jadi kalian kesombongan.",1
pantes Indonesia susah berkembang aplikasi buat beli paket aja jelek begini,1
"turunin ngapa harganya, sudah mahal ngeleg pula",1
"kadang eror ga bisa login, tulisannya opps maaf sedang eror pas waktu login padahal nomornya udah bener dan udah pake WiFi masih aja ga ngefek hapus cache juga ga bisa",1
ok,5
Masih tetap lemot untuk sekedar cek pulsa dan kuota bahkan beli kuota aja susah banget. Kenapa belum ada perbaikan untuk aplikasi ini.,1
"aplikasi sering loading,stuck ga jalan2",1
Banyak bugnya sih min? 🤦🤦🤦🤦🤦🤦,1
bagus,5
mantap,5
paket promonya hilang,5
"sisa kuota gak berubah di Aplikasi ini,Jadi selalu ngecek melalui SMS,jadi kadang dihapus pasang lagi baru bener jumblah kuotanya...tolong diperbaiki",2
"untuk penggunaan poin seperti untuk donasi, usahakan bisa di akumulatif kan jumlah poin donasi yang akan digunakan. pegel kalau sekali pencet cuma 5 poin.",4
sangat mudah untuk melakukan pekerjaan,5
ok,5
sinyal susah mau kirim ke aplikasi stuck nya minta ampun,1
ok,5
goood,5
"aplikasi stuck, mau bayar Halo ga bisa",2
"woi jaringan ko kek siput gembel amattt, harga elitt jaringan sulitt",1
harga paketan naik terus paketan di ubah terus bukannya di permudah daftaran malah di persulit ...... jadi hangus percuma pulsa😡😡,1
Aplikasi Buruk GK bisa di buka!!!!,1
Data mati bisa²nya pulsa kena potong. Ancurr,1
sampah,1
"HARGA PAKET INTERNET TAMBAH MAHAL TAPI KUALITAS SINYAL NOL, INI DI KOTA LOH DI KOTA BOGOR TAPI SINYAL BUSUK. KATANYA SPONSOR E SPORT TAPI KUALITAS SINYAL VAK BANGET!!! TOLONG DONG DIPERBAIKI, MAU SAMPAI KAPAN KUALITAS SINYAL NYA BUSUK BEGINI",1
Jaringan Telkomsel sekarang sangat susah diakses terkhusus untuk bagian Aceh Tamiang pedalaman,1
"Telkomsel.knp sih? ko jelek baanget ya jaringannya??? biasanya langsung set sat set setiap buka apa aja lha skrg malah lola bangetttttt, padahal kuota internet masih banyak...biasanha update aplikask2 pake kuota eh skrg malah gak bisa",1
aplikasinya lemot banget,1
"buruk buka aplikasi nya ngelag ,buat cek sisa kuota Saja susahhh,perlu di perbaiki",1
memudahkan pengguna mengecek saldo maupun kuota tingkatkan terus dlm layanan dan jaringan... terimakasih telkomsel,5
nais,5
tambah suwe tambah lemot,1
kok loading trus ga bisa liat sisa kuota di perbaiki lah,3
"Semakin sering ngisi paket, bukannya semakin murah. malah semakin mahal. 😮‍💨",1
"Telkomsel banyak bintang 1 nya, ya wajar lah jaringan aja super jelek",1
ruar biaza.. telkomsel gitu loooh..😘,5
ok,5
aplikasi sering bug jaringan telkomsel makin kesini bukan nya makin bagus malah makin lelet,1
udah kartu mahal jaringan sering rusak paket pun juga mahal,1
"paketan masih ada, tapi tidak bisa digunakan, protes ke cs my telkomsel, malah disuruh beli paketan lagi. penjelasan cs sangat tidak menjawab, sudah gitu pelayanannya lama.",2
tolong lakukan perbaikan apps,1
bagus banyak bonus nyah.. cuma kadang ada eroor.. keluar sendiri..,4
alesan : karna aplikasi susah di buka trs harus instal ulng fulu baru bisa cek pulsa/kuota,2
lemot banget,1
sangat mahal dan kadang² jaringan suka hilang² mau beli paket pake pulsa udah jelas pulsa cukup ata lebih malah ga bisa,1
mantap,5
ok joss pokok.e bnyak promo,5
hola! Telkomsel kan saya beli paket yang 30 day dan saya beli paket itu pada tanggal 22 mei 2025 kenapa masa aktif paketan nya jadi 20 Juni? apa ada pengurangan hari? saran: perbaiki masalah ini agar pengguna Telkom tidak merasa dia di bohongi/DIBODOHIN yang membuat penggunanya malas untuk membeli paket yang 30 day terima kasih,1
🤝,4
"klo ini mah Legend lah dari jaman orangtua aku juga pake selain sinyal bagus pembelian diman aja bisa, fix no debat terbaik",5
aplikasi buruk optimisasi paling parah lag dimana mana pwmbayaran ga pernah lancar,1
"udah dari setahun lalu pake my tsel, dulu apk nya loading parah, skrg better si maybe krn aku ganti hp juga. fitur"" nya jg kepake semua terutama tsel poin sama stamp berhadiah, luv deh semoga makin banyak hadiah dan promo",5
"Secara keseluruhan apknya sangat membantu, fitur-fitur yang disediakan so far makin banyak, yah walaupun masih perlu banyak perbaikan, tapi sejauh ini fiturnya udah sangat amat membantu segala transaksi yang saat lakukan",4
kouta saya hangus padahal masih 15 hari lagi,1
aplikasi paling berat nyebelin dan ngeribetin bayangin orang punya duit nih mau kasih situ mau beli kuota tapi susahnya setengah modarrr banyak kali gangguannya,1
tolong di perbaiki apk nya refresh nya lama banget padahal pake wifi pake data pun tetep GK bisa,1
"loading beranda,menu kota ga muncul",1
mntap,5
good,5
"sinyal sudah 5G tapi mau cek kuota aja kok ga bisa, perbaiki dong aplikasi nya, mau cek kuota aja susah bener padah sinyal 5G",1
loading lama banget,1
"LELET BGT, mau beli kuota ga bisa katanya jaringan bla bla pdhl beli paket yg lain bisa, paket itu doang kgk bisa, kadang jg macet2 dipake",1
anda baik,5
susah banget buka aplikasinya sering minta uodate,1
"tidak bisa login, sudah ganti 2 hp selalu muncul ""terjadi kesalahan"" setelah klik link dari sms, saya sudah coba hapus chace, restart hp, install ulang ni aplikasi, hasilnya nihil",1
"telkomsel ampas makin lama bukannya makin murah yang ada makin mahal,udah bertahun-tahun harga paket data ga ada otak, mending gua pindah ke XL lebih murah kuotanya, mulai sekarang saya bukan pengguna telkomsel lagi",1
cepat dan memuaskan,5
ok,5
dari 60gb 100rbu 28hari sekarang malah tambah mahal,2
"izin nanya, untuk undian pada aplikasi langsung, itu bisa gk belinya lebih dari 1x, misal beli nya 10x di undian yang sama apakah artinya tiket undian saya ada 10 di undian tersebut atau tetap 1 saja",5
terlalu besar penyimpanan tidak seru dengan kualitas,1
"semakin kesini layanannya,semakin kesono,aplikasinya semakin sering tidak bisa dibuka,tapi up date nya ja yg sering.sekarang saja aplikasinya ngak bisa dibuka",2
"aplikasi banyak bug, gak pernah di maintenance",1
"paket hot promo mingguan di hilangkan jadi males pake telkomsel, sinyal sering drop pdahal mahal",1
"pake kartu ini misalnya sering beli/berlangganan makin mahal ya?! yang jadi masalah tuh sinyal nya aja jelek!!! nggak stabil!!! harga di naikin jaringan jelek, ya pelanggan pada kabur lah cari kartu lain!",1
"apl tidk stabil,ngelag2 padahal internet bagus,membeli kuota sangat susah, jaringan juga angin2 an",1
"diperbaiki dongg, sengaja pakai widget biar gausah repot repot *888# untuk cek kuota. malah stuck diloading saat refresh. harusnya ada aplikasi ini memudahkan bukan malah jadi beban memori aja tapi untuk apa apa masih secara tradisional lewat *888#",1
"ngestuck, loading mulu kagak bener bner",1
"Membantu sekali, gampang juga pembelian paket2, informasi juga baik",5
"Di kota lelet, di kampung lelet, di bandara lelet, di stasiun lelet, di halte lelet, di area grapari atau kantor telkomsel pun juga lelet, di restart pun juga lelet, paketnya cukup lumayan mahal loh, ini telkomsel untuk apa dan dimana sih? atau untuk telfon dan sms pakai pulsa aja? hahahaha",1
1. Minta update terus. 2. Setelah di-update lemot/error. 3. Barusan beli kuota 25gb gak update informasi sisa kuota di aplikasi mytelkomsel. 4. Aplikasi my Telkomsel di hp infinix ngelag/tidak bisa beroperasi padahal di hp lain bisa (sudah di instal ulang) 5. Masih bagusan Telkomsel basic,1
susah sekali buat pembyarn mau bli pkt,1
"lemot bnget nih apk ga worth loading nya lama, giliran mati listrik nih apk juga bakal mati",1
berat bet.. nih aplikasi... loadingnya serasa nunggu istri make up,1
"saya pengguna Telkomsel di Kec. Tualang, Kabupaten Siak, Riau. Kalau listrik PLN mati, signal telkomsel ikut-ikutan mati. kenapa ya Telkomsel? tidak bisa beli genset kah? jelek amat ya.... malu-maluin",1
sangat cocok untuk kerja...jaringan sangat luas tanpa hambatan,5
"ini aplikasi bagusnya di kasih puyer bintang 7, tambah kesini tambah gak jelas, mau buka aplikasi aja loding bisa ngabisin kopi 10 gelas, itu pun blm tentu kebuka",1
Server jelek loading aplikasi ga ke load mulu,1
"Beli kuota dengan nomor lama, jauh lebih mahal dibanding nomor2 baru. Tidak ada apresiasi buat pelanggan lama",3
"sinyalnya jelek parah gak cocok buat main game apalagi game mlbb giliran ada musuh lag, dan juga kalo lagi ujan sinyalnya parah jelek bgt",1
ok,5
Jaringan internet Telkomsel lemot 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,2
"ini gimana min harga kartunya mahal banget tapi kerjaannya ngelekkk teruss,sama aja kayak kartu murah udah kayak gak ada bedanya,mau dimanapun itu saya udah berkali kali restart matiin data tetep aja kenapa nihh miiin?bahkan sampe ngeleknya parah banget sekedar cheat wa gk kekirim dan main game 300ms ke atas gimana nii miiin???",1
good,5
aplikasi sekelas BUMN kek gini.. cuiiihhhhh,1
baik,5
"banyak sms dan panggilan dari orang tak dikenal, kok bisa nomor ini tersebar ke mana-mana waduhh my telkomsel tidak bertanggung jawab",2
"semakin lama semakin buruk jaringan Telkomsel,,saya pemakai Telkomsel hmpir 25 tahun semakin tahun bertambah bukanya jaringannya setabil tapi tambah parah buruknya,,ada LG tambahan smartpau yg hny bisa buat bli kuota ndk bisa buat beli pulsa,, kelihatan memaksa dan ndk ada pilihan.. selama nya Telkomsel terburuk jaringan nya di Indonesia,,walau tetep aku pakai karna nomer udah lama.",1
dih apa apaan harga elite aplikasi sulit sinyalnya kek silit benerin servernya bro,1
good,5
"Auto keluar sendiri dan mesti login, klo kartu dipake di modem mesti dipindahin ke hp dl. Jd nda bisa cek saldo, kuota dan masa berlaku klo dh sign out. simcard masi di modem.",3
"kenapa yah selalu terjadi kendala di hape manapun, saya user iphone 13 pun refresh untuk mau lihat sisa kuota dan yang lain nya selalu buffering, padahal saya pakai starlink untuk sinyal nya, tolong di perbaiki min, biar kedepan nya Telkomsel selalu tetap maju",2
👍,5
mantap,5
minus kalo ujan+mati lampu lelet loading terus,1
Aplikasi tolol. Para Adminnya sama sekali tidak bekerja. Verifikasi tidak pernah masuk. dan kalau masuk dikeluarkan terus untuk verifikasi lagi. sampai akhirnya SMS yg seharusnya dikirim pun tidak pernah lagi masuk sampai akhirnya sy jenuh. Aplikasi ini sudah tidak bisa dipakai lagi. Sy sudah Tidak lagi pakai aplikasi badut ini. dulu aplikasi ini bekerja. sekarang sudah sampah.,1
aplikasi yang sangat menjengkelkan.. lemotnya ampuun...,5
paket terlalu mahal,1
aplikasi sampah,1
siinyal koq ngilang2,2
tolong lah emosi kali aku beli mahal mahal tapi kaya tahik kinerja jaringan nya,1
mau nya ga kasih bintang sih sangking Jeleknya ni aplikasi jaringan nya sering macet lagi boros lagi........ ah udah lah capek,1
bagus banget,5
"""bye-bye ribet"" apaan dontol, sering error diblgnya byebye ribet? alamak wok kebiasaan",1
🤝,5
baik,5
pelayanan sangat baik,5
"kacau x ini, jaringan Oke pun g bisa d buka.. apalah..",1
Telkomsel top,5
makin lama makin gak ngotak harga paketnya,1
aplikasi gak jelas masa gak bisa masuk aneh banget kalo ga niat bikin aplikasi gk ush bikin,1
hadeuh... mau buka app trus mau cek kuota asli super lemot,1
Penanganan sigap. bagus sinyal juga tidak ada gangguan lagi,5
"aplikasi makin lelet banget, cek kuota masih banyak, tiba2 besok dicek lagi sudah berkurang tinggal dikit. harga paket internet juga makin mahal, kualitas jaringan juga makin tidak stabil, sering hilang timbul sinyal nya. POKOK NYA TELKOMSEL MAKIN MENURUN KUALITAS NYA",1
aplikasi g guna udahlah harganya mahal di kaitin ke dana gabisa kalo mati lampu ngelagnya minta ampun dasar g guna,1
MyTelkomsel Rusak sekarang Ga jelas,2
"udah banyak terwakilkan sama yg lain, mending telkomsel benenah diri deh, kacau",1
"LEMOT !!! buka menu ini, buka menu itu susah LOADINGNYA LAMA dan ini terjadi sudah bertahun tahun, apa tidak ada perbaikan sama sekali gitu ya?! padahal internet saya lancar kenceng banget",1
uang saya didana kesedot sama maytlkomsel tolong kembalikan,1
Mengapa setiap mengakses MyTelkomsel loadingnya lambat sekali? Padahal jaringannya sangat kuat dan stabil.,3
"kuota mahal, selalu loading saat membuka aplikasi",1
apakah tiap hari harus uninstal terus instal lagi supaya tau detail kuota serta sisa kuota...sampe kapan??? annoying sekali mau masuk aja repot uda di tekan nomor handphone masih aja merepotkan...😔,1
"aplikasinya besar, nomer telp dan masa aktif tidak tersedia.... hanya info tentang isi pulsa dan paket saja. APLIKASINYA KURANG DETAIL.",3
paketnya mahal banget. malah dihilangin lagi paket 100rb/100gb jadi nggk worth it pake sim card ini,1
terbaik,5
"HAHA, AKU SANGAT ..... APLIKASI INI SAMPAI MEMBUAT SAYA INGIN MENGHAPUS APLIKASI INI KARENA MACET SUSAH LIAT KUOTA DAN BIKIN EMOSI",5
lag parah susah buat main game ..dlu lancar skarang lelet,1
"udah saatnya aku akan pindah lagi ke XL prioritas sinyalnya burukkk bngett pdahal tengah² kota kuota masih 5,6gb hp udah mendukung 5g masih lemot",1
ok bgt promonya,5
𝐀𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐛𝐚𝐠𝐮𝐬. 𝐩𝐞𝐥𝐚𝐲𝐚𝐧𝐚𝐧 𝐫𝐢𝐛𝐞𝐭 𝐝𝐚𝐧 𝐥𝐚𝐦𝐛𝐚𝐧 𝐤𝐮𝐫𝐚𝐧𝐠 𝐫𝐞𝐬𝐩𝐨𝐧 𝐛𝐚𝐠𝐢𝐚𝐧 𝐂𝐒...,5
puas,5
"banyak lag, sering error. ky gk niat bikin app",2
"Aplikasi sialan, bukannya mempermudah malah mempersulit.. Gw pake hp dgn ram 12 GB, buka aplikasi my telkomsel lemot seperti buka game COD berat bgt. Apa yang salah? Malah disuruh verifikasi untuk meningkatkan layanan. Foto copy ktp dsb, gak guna",1
aplikasi pelayanan buruk sangat berat loding lama untuk claim reward selalu gagal padahal jaringan sangat bagus tolong di tinggalkan lagi kualitas pelayanan nya,1
"berat banget di buka aplikasinya, ering error g mau loading",1
"makin kesini,makin ga jelas.app nya eror terus cek kuota aja ga bisa² mendingan cek lewat SMS cepat.",1
"Aplikasi yg kalo dibuka lemotnya nguji kesabaran, belom lagi kalo isi plsa gk pernah langsung 💀 bahkan di kota bandung aja sinyalnya jelek, apa kabar yg di wilayah pinggiran ,😓",1
sangat bagus,5
GK bisa klaim. selalu keluar sendiri,1
keren,5
"Saya buka aplikasinya... lalu tertidur. Bangun-bangun udah subuh, loading masih muter, mungkin dia juga cari jati diri. 🔄 Saya curiga aplikasinya sedang melakukan ritual pemanggilan kuota. Tolong developer, beri dia motivasi untuk bergerak lebih cepat 🙏💨",3
mahal doang sinyal jelek lawak,1
Aplikasi paling lelet yg pernah ada di hp,1
kurang memuaskan paket terlalu mahal bagi kaum mendang mending seperti kita,1
sering lemot dan tidak update,2
"gak jelas masa pesen paket sepuasnya yg masuk cuma 15 gb, padahal mau download data yg ukurannya 40 gb lebih, bintang 1!!",1
"tolong itu Telkomsel jgn cuma. kuotanya Elit terus jaringan nya sulit,,,untuk main game",1
ok mantap,5
"apaan dah aplikasi suka error, pulsa suka kurang sendiri padahal gak di apa"" in parah banget nih apk",1
"makin sini makin lemot, apk gak bisa d buka,, udah d update tp masih aja lemot,, parah.",2
"lama banget buat masuk ke aplikasi + ngerenderingnya, padahal sinyal bagus, kalau masalah hpnya juga pake sekelas flagship, diperbaikin lagi dong",1
"4 dlu mudah""an ada rejeki ny",4
"aplikasi kuota terjelek, buka ke menu aja loading lama banget, ini uda dari lama gk dibenerin, kritikan org tuh di jawab jangan diem aja",1
👍,5
Lemot berat..gak simple,1
saya gk bisa mengambil bonus nya,3
saya menemukan banyak sekali promo di super seru spesial,5
"Aplikasi aneh, Sedikit-sedikit gangguan, dan sekarang Pulsa ada 39.000 Ribu sedangkan harga paket 32.000 tetapi di bilang pulsa tidak cukup. itu maksudnya bagaimana ? mau saya lampirkan bukti ?",1
Plis lah Telkomsel Lola banget udah ganti hape tetep lemot jadi bukan salah hapenya !!!!!!!! lemot banget tiap mau beli kuota harus uninstal dulu terus instal lagi baru ga lemot. ngerepotin!,1
mahal bngt paket datanya plus d aplikasi sering bangt lag pdhl jaringan bagus,1
"jaringannnn lelet gapernah lancarrrrr, bapuk sekali Telkomsel ini sekarang",1
"Makin Gak Jelas Apk Nya,masa Beli Kuota Gak Bisa Pake Pulsa,Skip Ganti Provider",2
bagus,5
gabisa dipencet padahal sudah sekuat apapun,1
wow,5
aplikasi berat kalo dibuka,4
aplikasinya makin ke sini malah semakin ribet & berat. ngecek kuota & mau beli paket aja susah bgt. g sesuai bgt dengan slogannya yg ktnya makin sat set.,2
"aplikasi my Telkomsel, makin kesini makin berat aja, di update bukannya makin baik, tapi perfomanya makin menurun aja, dari kemarin dan hari ini mau buka aplikasi my Telkomsel tiba2 force close terus menerus",1
loading teruuuussss cuman cek kuota dong ge... makin update bukannya membaik malah memburuk.. ukuran makin gede kendala makin gede...,1
"Aplikasi sampah. Udh isi pulsa dari 18 menit yang lalu, tapi sampai sekarang pulsa di mytelkomsel saya blm diupdate juga. udh gitu pulsa saya otomatis kepotong 3 rb beli paket nelpon padahal saya gak ada beli.",1
top,5
sampah,1
"saya claim saldo dana di daily check in kok gak bisa, malah ada keterangan anda sudah melebihi batas Redeem poin, percuma donk sia2, hadiah cuma pajangan doang parahh saya uninstall aja deh.",1
"aplikasinya ngelag, lambat, harga elit bikin aplikasi sulit",1
"Sejak ganti ke tsel dan pake my telkomsel mau beli kuota, beli pulsa, ngecek kuota jadi makin gampang no ribet ribet. Harganya ramah dikantong pula, luv luv deh",5
jelek amat si najis udah cuma bikin penuh memo ga akurat kartu sim nya apalagi sinyal full kuota masih 2gb kaya kartu gaada kuota kocak,1
"Gak usah sok²an bikin aplikasi gak guna kyk gni., dlu emang berguna, tapi skrng error aja, cek kuota aja gk bisa.,",1
"best netwok apa nya, ngaku best netwok?, masalah sinyal hilang aja belum di selesaikan, tuh baca kiriman gw problem nya apa aja, gak usah 5g dulu ratain aja dulu seluruh wilayah 4g+, apalah best netwok ni, plus kouta tiap beli makin mahal aja, beli yang banyak biar bisa cukup malah next makin di mahalin apasi, udah korup mahalin lagi",1
busuk amat layanannya,1
"makin lengkap fitur""nya, jadi sering dipake karna praktis anti ribet-ribet gak perlu ke counter",5
"Ini saya barusan beli paket kuota, via transfer Bank BNI, tapi belum masuk² ini gimana sih Telkomsel, padahal saya lagi urgent butuh kuota malah di buat kesel nunggu status kuota belum aktif aja, mohon di tindak lanjuti.",1
"suka banget sih dengan upgradenya MyTelkomsel, semoga kedepannya lebih banyak lagi fitur-fiturnya. fitur-fitur sekarang pun udah mantap banget.",4
ok,5
mantap,4
loading refresh nya lama. (server jelek),1
kenapa pelayanan Telkomsel akhir-akhir ini makin buruk kualitas signal dan jaringan nya makin kacau lelet alias lemot ditambah lagi aplikasi MyTelkomsel yang sering error di hp low end maupun di hp flanship... kacau parah ini...,1
Aplikasi punya Operator Terbesar se Indonesia tapi kualitasnya gk pernah bagus...ngelag lemot dan gk pernah mendengarkan keluhan Pelanggan padahal udah puluhan tahun ada,2
Loading nya buset lama mau cek kuota sama pulsa aja susah beli paket mau lewat aplikasi susah lewat jalur telepon juga susah kenapa dah.,1
"aplikasi tidak sesuai, masa ngak bisa masuk kode Verifikasi",1
"paket internet dengan kategori 5G mending ditiadakan karna tidak berguna, ...... saya sendiri mengalaminya, .....jaringan 5G saya tidak berlaku alhasil sia2 beli paket....",1
"paket internetnya yang jujur aja kalo jualan 😊, takutnya kena usut nanti hehe",1
Ok,5
"my Telkomsel banyak bnget masalah nya,my reward yg susah di klaim,stamp juga slalu stock habis hadiahnya semuanya pada gak bisa di klaim,percuma chekin tiap hari sama ngisi paket,vocher nya gak ada yg bisa di pake ,kecewa sama telkomsel",2
sinyal jelek hilang datang pergi sangat sangat menggangu kenyamanan dalam bermain,5
mantabbbb,4
kenapa paket yang sering saya beli awalnya 14k sekarang ko jadi 25k naiknya banyak banget. yang dulunya 30 hari turun jadi 28 hari sekarang malah jadi 14 hari kenapa semahal itu sih. kembalikan yang seperti dulu kenapa. naiknya ga ngotak banget ini,1
"halo my telkomsel. my telkomsel punya menu voucher stamp berhadiah, tapi saya tdk bisa klaim voucher tsb. padahal syarat & ketentuan nya sdh saya penuhi.",1
"stuck terus di beranda, gak bisa cek pulsa ataupun kuota",1
"tolong dong kak. jaringan lancar kok susah banget mau transaksi,",3
"jelek, aplikasinya lemooot!!!",1
biasa saja,5
Telkomsel skrg ada bug pas kita bukan liat sisa kouta nagkanya malah bug dan ga muncul tolong difix ya 😓🤧🥺,1
sering isi paket yang 100rb dalam 1bulan bisa 2-3x bukannya promo malah makin mahal heran,2
"tak kasih bintang 5,kuota belajar kembali lagi",5
aplikasi simpel sih bagus. tp berat ga update. lebis susah cek kuota dr pada main ML,1
mantap ketika promo nya,5
my Telkomsel yang terbaik,5
Bagussssss,5
"kasih bintang 1 dlu kalau bisa dikasih 0 pun.. perhatikan tuh wilayah Ranco Indah, Tanjung Barat, jakarta selatan. Telkomsel baik telpon pulsa ataupun sinyal internet nya timbul tenggelam. tidak ada sinyal. sinyal baru ada ketika saya lag di wilayah Kuningan, jakarta Pusat karena kerja.",1
👍,5
loading mulu,1
"ini telkomsel lama2 makin maruk yaa, semakin di beli malah semakin mahal juga",1
"noo Telkomsel tolong berbaiki apk nya lemot kali ini,padahal pengen lihat pulsa atau kuota doangg Cok bintang 3 aja dulu yahh",3
top banget deh telkomsel..sy dr dl gk prnah ganti nmr selain telkomsel,5
Good bayar indihome sdh tdk ada di aplikasi ini?,5
App loading saja kerjanya 😌,1
harga. : ➡️↗️➡️↗️ jaringan :➡️↘️➡️↘️,1
"Sampah, server dri jaman batu busuk melulu. Interface berat.",1
jaringan Telkomsel sangat buruk saya tida bisa akses internet padahal kuota masih 23 GB kecewa bgt,2
"mantaaaaap tapi jaringannya suka ganggu boss, tiba2 error, bikin aku marah kwkwkk",5
"fiturnya sudah oke dan mantap, tpi selalu stuck di loading saat buka semu fitur nya",1
"CERITA TENTANG TELKOMSEL, PAKET NY MAHAL, SINYAL NY GA JELAS... UTK NAMA SEBESAR TELKOMSEL DGN SINYAL YG AMBURADUL",1
tolong hentikan bot sistem berlangganan sms nya. saya tidak berlangganan dan tidak mau berlangganan. dan kenapa mau login ke app tidak bisa. sms link🔗 sudah dapat sibuka URL selalu kesalahan sistem,1
sering eror,1
"Tolong perbaiki, refresh nya lemot banget, pdahal jaringan memadai buat cek sisa kuota aja harus nunggu lam, kadang erorr juya",4
gak bisa buat masuk ke apk padahal nomernya dah bener,1
"apk macam apa ini,gak nerima notifikasi gmn mau masuk",1
"jaringan luas, gak lelet dan bnyak promo kuota serta undian berhadiah lain nya 👍👍👍",5
"mau beli kuota, cek pulsa dan cek kuota tidak bisa, semakin kesini kok malah jauh dari kata mengagumkan. tolong diperbaiki lagi.",1
"TELKOM UDH KAYA KARTU TRI SEKARANG , SERING GANGGUAN , PADAHAL LOKASI DI KOTA BEKASI . MENYEBALKAN , MAHAL DOANG KUALITAS BURUK SEKALI",1
